,filenames,split,group
731,COCO_train2014_000000168508,train,0
732,COCO_train2014_000000168758,valid,0
733,COCO_train2014_000000168879,train,0
734,COCO_train2014_000000169014,train,0
735,COCO_train2014_000000169287,train,0
736,COCO_train2014_000000169351,train,0
737,COCO_train2014_000000169466,train,0
738,COCO_train2014_000000169845,train,0
739,COCO_train2014_000000169865,train,0
740,COCO_train2014_000000170325,train,0
741,COCO_train2014_000000170683,train,0
742,COCO_train2014_000000170902,valid,0
743,COCO_train2014_000000171470,train,0
744,COCO_train2014_000000171806,test,0
745,COCO_train2014_000000171997,valid,0
746,COCO_train2014_000000172156,test,0
747,COCO_train2014_000000172158,train,0
748,COCO_train2014_000000172211,train,0
749,COCO_train2014_000000172369,train,0
750,COCO_train2014_000000172615,valid,0
751,COCO_train2014_000000172784,train,0
752,COCO_train2014_000000172923,train,0
753,COCO_train2014_000000173430,train,0
754,COCO_train2014_000000173451,valid,0
755,COCO_train2014_000000173652,train,0
756,COCO_train2014_000000174375,test,0
757,COCO_train2014_000000175033,test,0
758,COCO_train2014_000000175756,train,0
759,COCO_train2014_000000176000,train,0
760,COCO_train2014_000000176138,test,0
761,COCO_train2014_000000176359,test,0
762,COCO_train2014_000000176397,train,0
763,COCO_train2014_000000176728,valid,0
764,COCO_train2014_000000177109,valid,0
765,COCO_train2014_000000177618,train,0
766,COCO_train2014_000000177680,train,0
767,COCO_train2014_000000177829,train,0
768,COCO_train2014_000000177937,train,0
769,COCO_train2014_000000178040,train,0
770,COCO_train2014_000000178421,train,0
771,COCO_train2014_000000178431,train,0
772,COCO_train2014_000000178550,valid,0
773,COCO_train2014_000000178553,train,0
774,COCO_train2014_000000178651,train,0
775,COCO_train2014_000000178742,train,0
776,COCO_train2014_000000178966,train,0
777,COCO_train2014_000000179682,test,0
778,COCO_train2014_000000180505,train,0
779,COCO_train2014_000000181057,train,0
780,COCO_train2014_000000181223,train,0
781,COCO_train2014_000000181393,valid,0
782,COCO_train2014_000000181422,test,0
783,COCO_train2014_000000181564,train,0
784,COCO_train2014_000000181757,train,0
785,COCO_train2014_000000181997,train,0
786,COCO_train2014_000000182497,train,0
787,COCO_train2014_000000182502,train,0
788,COCO_train2014_000000182602,train,0
789,COCO_train2014_000000182723,train,0
790,COCO_train2014_000000182960,train,0
791,COCO_train2014_000000183048,train,0
792,COCO_train2014_000000183197,test,0
793,COCO_train2014_000000183224,train,0
794,COCO_train2014_000000183445,train,0
795,COCO_train2014_000000183517,train,0
796,COCO_train2014_000000183653,train,0
797,COCO_train2014_000000183672,train,0
798,COCO_train2014_000000183953,train,0
799,COCO_train2014_000000184300,train,0
800,COCO_train2014_000000184377,train,0
801,COCO_train2014_000000184416,train,0
802,COCO_train2014_000000184589,train,0
803,COCO_train2014_000000184707,test,0
804,COCO_train2014_000000184800,train,0
805,COCO_train2014_000000184914,valid,0
806,COCO_train2014_000000184942,train,0
807,COCO_train2014_000000185358,train,0
808,COCO_train2014_000000185558,train,0
809,COCO_train2014_000000185759,test,0
810,COCO_train2014_000000185826,train,0
811,COCO_train2014_000000185957,test,0
812,COCO_train2014_000000186227,valid,0
813,COCO_train2014_000000186338,valid,0
814,COCO_train2014_000000187609,train,0
815,COCO_train2014_000000187675,train,0
816,COCO_train2014_000000187709,valid,0
817,COCO_train2014_000000187914,test,0
818,COCO_train2014_000000188002,train,0
819,COCO_train2014_000000188207,train,0
820,COCO_train2014_000000188482,train,0
821,COCO_train2014_000000188771,train,0
822,COCO_train2014_000000188832,test,0
823,COCO_train2014_000000188927,train,0
824,COCO_train2014_000000189027,train,0
825,COCO_train2014_000000189296,train,0
826,COCO_train2014_000000189404,train,0
827,COCO_train2014_000000189493,train,0
828,COCO_train2014_000000189509,train,0
829,COCO_train2014_000000189785,train,0
830,COCO_train2014_000000189949,valid,0
831,COCO_train2014_000000190141,test,0
832,COCO_train2014_000000190199,train,0
833,COCO_train2014_000000190806,train,0
834,COCO_train2014_000000190900,train,0
835,COCO_train2014_000000191149,valid,0
836,COCO_train2014_000000191173,test,0
837,COCO_train2014_000000191242,train,0
838,COCO_train2014_000000191661,train,0
839,COCO_train2014_000000191972,train,0
840,COCO_train2014_000000192080,train,0
841,COCO_train2014_000000192259,train,0
842,COCO_train2014_000000192307,train,0
843,COCO_train2014_000000192345,test,0
844,COCO_train2014_000000192532,train,0
845,COCO_train2014_000000192774,train,0
846,COCO_train2014_000000192982,train,0
847,COCO_train2014_000000193781,train,0
848,COCO_train2014_000000193785,train,0
849,COCO_train2014_000000193878,train,0
850,COCO_train2014_000000194194,train,0
851,COCO_train2014_000000194542,train,0
852,COCO_train2014_000000194871,train,0
853,COCO_train2014_000000194911,train,0
854,COCO_train2014_000000194921,test,0
855,COCO_train2014_000000194969,train,0
856,COCO_train2014_000000195064,test,0
857,COCO_train2014_000000195203,train,0
858,COCO_train2014_000000195345,train,0
859,COCO_train2014_000000195386,test,0
860,COCO_train2014_000000195425,train,0
861,COCO_train2014_000000195951,train,0
862,COCO_train2014_000000196061,train,0
863,COCO_train2014_000000196178,train,0
864,COCO_train2014_000000196283,train,0
865,COCO_train2014_000000196775,train,0
866,COCO_train2014_000000196948,train,0
867,COCO_train2014_000000197384,train,0
868,COCO_train2014_000000197437,train,0
869,COCO_train2014_000000197585,train,0
870,COCO_train2014_000000197812,train,0
871,COCO_train2014_000000197854,train,0
872,COCO_train2014_000000198506,test,0
873,COCO_train2014_000000198947,train,0
874,COCO_train2014_000000199165,train,0
875,COCO_train2014_000000199410,train,0
876,COCO_train2014_000000199899,train,0
877,COCO_train2014_000000199960,train,0
878,COCO_train2014_000000200489,train,0
879,COCO_train2014_000000200619,train,0
880,COCO_train2014_000000200665,train,0
881,COCO_train2014_000000200817,train,0
882,COCO_train2014_000000201078,test,0
883,COCO_train2014_000000201134,train,0
884,COCO_train2014_000000201664,train,0
885,COCO_train2014_000000201706,train,0
886,COCO_train2014_000000201893,test,0
887,COCO_train2014_000000201930,train,0
888,COCO_train2014_000000202129,valid,0
889,COCO_train2014_000000202667,train,0
890,COCO_train2014_000000202827,train,0
891,COCO_train2014_000000202909,train,0
892,COCO_train2014_000000203124,train,0
893,COCO_train2014_000000203166,train,0
894,COCO_train2014_000000203818,train,0
895,COCO_train2014_000000204014,test,0
896,COCO_train2014_000000204216,train,0
897,COCO_train2014_000000204217,train,0
898,COCO_train2014_000000204674,train,0
899,COCO_train2014_000000204999,test,0
900,COCO_train2014_000000205266,train,0
901,COCO_train2014_000000205631,train,0
902,COCO_train2014_000000205672,train,0
903,COCO_train2014_000000206256,train,0
904,COCO_train2014_000000206278,train,0
905,COCO_train2014_000000206858,train,0
906,COCO_train2014_000000206927,train,0
907,COCO_train2014_000000207236,train,0
908,COCO_train2014_000000207455,train,0
909,COCO_train2014_000000207564,train,0
910,COCO_train2014_000000207703,valid,0
911,COCO_train2014_000000208621,train,0
912,COCO_train2014_000000208731,train,0
913,COCO_train2014_000000208782,valid,0
914,COCO_train2014_000000209084,train,0
915,COCO_train2014_000000209097,train,0
916,COCO_train2014_000000209185,train,0
917,COCO_train2014_000000209382,train,0
918,COCO_train2014_000000209460,train,0
919,COCO_train2014_000000209842,train,0
920,COCO_train2014_000000209906,train,0
921,COCO_train2014_000000210097,train,0
922,COCO_train2014_000000210258,train,0
923,COCO_train2014_000000210604,train,0
924,COCO_train2014_000000210686,train,0
925,COCO_train2014_000000210702,test,0
926,COCO_train2014_000000210951,train,0
927,COCO_train2014_000000211161,train,0
928,COCO_train2014_000000211205,train,0
929,COCO_train2014_000000211208,train,0
930,COCO_train2014_000000211384,train,0
931,COCO_train2014_000000211397,train,0
932,COCO_train2014_000000211444,train,0
933,COCO_train2014_000000211557,train,0
934,COCO_train2014_000000211593,train,0
935,COCO_train2014_000000211877,train,0
936,COCO_train2014_000000211989,train,0
937,COCO_train2014_000000212011,train,0
938,COCO_train2014_000000212451,train,0
939,COCO_train2014_000000212591,train,0
940,COCO_train2014_000000212627,test,0
941,COCO_train2014_000000212695,train,0
942,COCO_train2014_000000212781,train,0
943,COCO_train2014_000000212935,train,0
944,COCO_train2014_000000213268,train,0
945,COCO_train2014_000000213530,valid,0
946,COCO_train2014_000000214048,valid,0
947,COCO_train2014_000000214137,train,0
948,COCO_train2014_000000214379,train,0
949,COCO_train2014_000000214419,valid,0
950,COCO_train2014_000000214461,train,0
951,COCO_train2014_000000214489,train,0
952,COCO_train2014_000000214719,train,0
953,COCO_train2014_000000214782,train,0
954,COCO_train2014_000000214892,train,0
955,COCO_train2014_000000215162,train,0
956,COCO_train2014_000000215481,train,0
957,COCO_train2014_000000215738,train,0
958,COCO_train2014_000000216003,train,0
959,COCO_train2014_000000216098,train,0
960,COCO_train2014_000000216517,valid,0
961,COCO_train2014_000000216742,train,0
962,COCO_train2014_000000216757,train,0
963,COCO_train2014_000000216817,train,0
964,COCO_train2014_000000216924,train,0
965,COCO_train2014_000000216930,train,0
966,COCO_train2014_000000217034,train,0
967,COCO_train2014_000000217141,test,0
968,COCO_train2014_000000217293,train,0
969,COCO_train2014_000000218539,train,0
970,COCO_train2014_000000219294,train,0
971,COCO_train2014_000000219410,train,0
972,COCO_train2014_000000220042,test,0
973,COCO_train2014_000000220077,train,0
974,COCO_train2014_000000220615,train,0
975,COCO_train2014_000000221200,train,0
976,COCO_train2014_000000221241,train,0
977,COCO_train2014_000000221615,train,0
978,COCO_train2014_000000221880,train,0
979,COCO_train2014_000000222006,train,0
980,COCO_train2014_000000222599,train,0
981,COCO_train2014_000000222608,test,0
982,COCO_train2014_000000222654,train,0
983,COCO_train2014_000000223127,train,0
984,COCO_train2014_000000223146,train,0
985,COCO_train2014_000000223650,train,0
986,COCO_train2014_000000223888,train,0
987,COCO_train2014_000000224017,train,0
988,COCO_train2014_000000224178,valid,0
989,COCO_train2014_000000224407,train,0
990,COCO_train2014_000000224601,test,0
991,COCO_train2014_000000224753,train,0
992,COCO_train2014_000000224845,train,0
993,COCO_train2014_000000224910,train,0
994,COCO_train2014_000000224949,train,0
995,COCO_train2014_000000224959,valid,0
996,COCO_train2014_000000225055,train,0
997,COCO_train2014_000000225124,valid,0
998,COCO_train2014_000000225241,train,0
999,COCO_train2014_000000225533,train,0
1000,COCO_train2014_000000225669,train,0
1001,COCO_train2014_000000226034,train,0
1002,COCO_train2014_000000226247,train,0
1003,COCO_train2014_000000226702,train,0
1004,COCO_train2014_000000226712,train,0
1005,COCO_train2014_000000226961,train,0
1006,COCO_train2014_000000227248,train,0
1007,COCO_train2014_000000227270,train,0
1008,COCO_train2014_000000227418,valid,0
1009,COCO_train2014_000000227503,train,0
1010,COCO_train2014_000000227825,valid,0
1011,COCO_train2014_000000228206,valid,0
1012,COCO_train2014_000000229024,train,0
1013,COCO_train2014_000000229156,train,0
1014,COCO_train2014_000000229312,valid,0
1015,COCO_train2014_000000229449,train,0
1016,COCO_train2014_000000229500,train,0
1017,COCO_train2014_000000229559,train,0
1018,COCO_train2014_000000229866,train,0
1019,COCO_train2014_000000229893,train,0
1020,COCO_train2014_000000230554,test,0
1021,COCO_train2014_000000230601,train,0
1022,COCO_train2014_000000230777,train,0
1023,COCO_train2014_000000231222,train,0
1024,COCO_train2014_000000231601,train,0
1025,COCO_train2014_000000231744,valid,0
1026,COCO_train2014_000000231812,train,0
1027,COCO_train2014_000000232219,train,0
1028,COCO_train2014_000000232290,train,0
1029,COCO_train2014_000000232551,train,0
1030,COCO_train2014_000000233588,train,0
1031,COCO_train2014_000000233748,train,0
1032,COCO_train2014_000000234046,train,0
1033,COCO_train2014_000000234388,train,0
1034,COCO_train2014_000000234903,train,0
1035,COCO_train2014_000000234942,train,0
1036,COCO_train2014_000000235012,train,0
1037,COCO_train2014_000000235741,train,0
1038,COCO_train2014_000000236142,train,0
1039,COCO_train2014_000000236507,train,0
1040,COCO_train2014_000000236519,train,0
1041,COCO_train2014_000000236769,train,0
1042,COCO_train2014_000000237333,valid,0
1043,COCO_train2014_000000237514,train,0
1044,COCO_train2014_000000237658,train,0
1045,COCO_train2014_000000238070,valid,0
1046,COCO_train2014_000000238212,train,0
1047,COCO_train2014_000000239016,train,0
1048,COCO_train2014_000000239101,train,0
1049,COCO_train2014_000000239464,train,0
1050,COCO_train2014_000000239726,valid,0
1051,COCO_train2014_000000240423,train,0
1052,COCO_train2014_000000240500,train,0
1053,COCO_train2014_000000240820,train,0
1054,COCO_train2014_000000240961,valid,0
1055,COCO_train2014_000000241076,train,0
1056,COCO_train2014_000000241221,train,0
1057,COCO_train2014_000000241440,train,0
1058,COCO_train2014_000000242169,train,0
1059,COCO_train2014_000000242501,train,0
1060,COCO_train2014_000000242592,train,0
1061,COCO_train2014_000000242695,test,0
1062,COCO_train2014_000000242716,valid,0
1063,COCO_train2014_000000243262,train,0
1064,COCO_train2014_000000243443,train,0
1065,COCO_train2014_000000243818,test,0
1066,COCO_train2014_000000244267,train,0
1067,COCO_train2014_000000244596,train,0
1068,COCO_train2014_000000244721,test,0
1069,COCO_train2014_000000244804,train,0
1070,COCO_train2014_000000244885,test,0
1071,COCO_train2014_000000246154,valid,0
1072,COCO_train2014_000000247106,train,0
1073,COCO_train2014_000000247146,test,0
1074,COCO_train2014_000000247311,train,0
1075,COCO_train2014_000000247493,test,0
1076,COCO_train2014_000000248280,train,0
1077,COCO_train2014_000000248836,train,0
1078,COCO_train2014_000000248948,train,0
1079,COCO_train2014_000000249264,train,0
1080,COCO_train2014_000000250808,train,0
1081,COCO_train2014_000000250809,train,0
1082,COCO_train2014_000000250848,train,0
1083,COCO_train2014_000000250849,test,0
1084,COCO_train2014_000000250966,train,0
1085,COCO_train2014_000000251026,train,0
1086,COCO_train2014_000000251663,train,0
1087,COCO_train2014_000000251849,train,0
1088,COCO_train2014_000000252018,train,0
1089,COCO_train2014_000000252025,train,0
1090,COCO_train2014_000000252406,test,0
1091,COCO_train2014_000000252407,train,0
1092,COCO_train2014_000000252779,train,0
1093,COCO_train2014_000000252883,train,0
1094,COCO_train2014_000000253148,train,0
1095,COCO_train2014_000000253323,train,0
1096,COCO_train2014_000000253674,train,0
1097,COCO_train2014_000000253763,test,0
1098,COCO_train2014_000000253903,train,0
1099,COCO_train2014_000000253956,train,0
1100,COCO_train2014_000000254204,test,0
1101,COCO_train2014_000000254400,train,0
1102,COCO_train2014_000000254512,test,0
1103,COCO_train2014_000000254577,train,0
1104,COCO_train2014_000000254997,train,0
1105,COCO_train2014_000000255660,train,0
1106,COCO_train2014_000000255791,train,0
1107,COCO_train2014_000000255971,train,0
1108,COCO_train2014_000000255992,train,0
1109,COCO_train2014_000000256308,train,0
1110,COCO_train2014_000000256334,train,0
1111,COCO_train2014_000000256690,train,0
1112,COCO_train2014_000000257909,test,0
1113,COCO_train2014_000000258381,valid,0
1114,COCO_train2014_000000258538,train,0
1115,COCO_train2014_000000258727,valid,0
1116,COCO_train2014_000000259232,train,0
1117,COCO_train2014_000000259419,train,0
1118,COCO_train2014_000000259798,train,0
1119,COCO_train2014_000000260190,train,0
1120,COCO_train2014_000000260664,train,0
1121,COCO_train2014_000000260970,train,0
1122,COCO_train2014_000000260982,train,0
1123,COCO_train2014_000000261579,train,0
1124,COCO_train2014_000000261750,train,0
1125,COCO_train2014_000000262389,train,0
1126,COCO_train2014_000000262393,train,0
1127,COCO_train2014_000000262603,test,0
1128,COCO_train2014_000000262715,train,0
1129,COCO_train2014_000000262909,train,0
1130,COCO_train2014_000000262935,train,0
1131,COCO_train2014_000000263265,train,0
1132,COCO_train2014_000000263582,train,0
1133,COCO_train2014_000000263600,train,0
1134,COCO_train2014_000000263859,train,0
1135,COCO_train2014_000000263875,train,0
1136,COCO_train2014_000000264396,train,0
1137,COCO_train2014_000000264591,train,0
1138,COCO_train2014_000000265826,train,0
1139,COCO_train2014_000000265990,train,0
1140,COCO_train2014_000000266093,train,0
1141,COCO_train2014_000000266153,train,0
1142,COCO_train2014_000000266302,valid,0
1143,COCO_train2014_000000266442,test,0
1144,COCO_train2014_000000266503,train,0
1145,COCO_train2014_000000266533,train,0
1146,COCO_train2014_000000266569,train,0
1147,COCO_train2014_000000266769,train,0
1148,COCO_train2014_000000266809,train,0
1149,COCO_train2014_000000267210,valid,0
1150,COCO_train2014_000000267717,train,0
1151,COCO_train2014_000000267848,train,0
1152,COCO_train2014_000000268111,train,0
1153,COCO_train2014_000000268114,train,0
1154,COCO_train2014_000000268512,valid,0
1155,COCO_train2014_000000268656,train,0
1156,COCO_train2014_000000269090,train,0
1157,COCO_train2014_000000270160,valid,0
1158,COCO_train2014_000000270172,train,0
1159,COCO_train2014_000000270325,train,0
1160,COCO_train2014_000000270326,train,0
1161,COCO_train2014_000000270683,train,0
1162,COCO_train2014_000000270912,train,0
1163,COCO_train2014_000000271006,train,0
1164,COCO_train2014_000000271994,train,0
1165,COCO_train2014_000000272412,valid,0
1166,COCO_train2014_000000272997,train,0
1167,COCO_train2014_000000273088,valid,0
1168,COCO_train2014_000000273362,test,0
1169,COCO_train2014_000000273439,test,0
1170,COCO_train2014_000000274047,train,0
1171,COCO_train2014_000000274521,train,0
1172,COCO_train2014_000000274570,train,0
1173,COCO_train2014_000000274640,train,0
1174,COCO_train2014_000000274685,train,0
1175,COCO_train2014_000000274690,train,0
1176,COCO_train2014_000000274715,valid,0
1177,COCO_train2014_000000275057,train,0
1178,COCO_train2014_000000275125,valid,0
1179,COCO_train2014_000000275327,valid,0
1180,COCO_train2014_000000275409,test,0
1181,COCO_train2014_000000275603,train,0
1182,COCO_train2014_000000276047,train,0
1183,COCO_train2014_000000276125,train,0
1184,COCO_train2014_000000276267,train,0
1185,COCO_train2014_000000276515,train,0
1186,COCO_train2014_000000276931,train,0
1187,COCO_train2014_000000277284,train,0
1188,COCO_train2014_000000277341,train,0
1189,COCO_train2014_000000278045,train,0
1190,COCO_train2014_000000278082,train,0
1191,COCO_train2014_000000278398,train,0
1192,COCO_train2014_000000278692,train,0
1193,COCO_train2014_000000278858,train,0
1194,COCO_train2014_000000279066,train,0
1195,COCO_train2014_000000279226,train,0
1196,COCO_train2014_000000280084,train,0
1197,COCO_train2014_000000280241,train,0
1198,COCO_train2014_000000280310,train,0
1199,COCO_train2014_000000280599,train,0
1200,COCO_train2014_000000280823,valid,0
1201,COCO_train2014_000000280852,train,0
1202,COCO_train2014_000000280951,train,0
1203,COCO_train2014_000000280995,train,0
1204,COCO_train2014_000000281327,train,0
1205,COCO_train2014_000000281652,valid,0
1206,COCO_train2014_000000282264,train,0
1207,COCO_train2014_000000282406,train,0
1208,COCO_train2014_000000282523,valid,0
1209,COCO_train2014_000000282568,train,0
1210,COCO_train2014_000000282617,train,0
1211,COCO_train2014_000000283377,train,0
1212,COCO_train2014_000000283589,valid,0
1213,COCO_train2014_000000283757,train,0
1214,COCO_train2014_000000283825,valid,0
1215,COCO_train2014_000000284111,train,0
1216,COCO_train2014_000000284176,valid,0
1217,COCO_train2014_000000284324,train,0
1218,COCO_train2014_000000284342,test,0
1219,COCO_train2014_000000284536,train,0
1220,COCO_train2014_000000284582,train,0
1221,COCO_train2014_000000285600,train,0
1222,COCO_train2014_000000285603,test,0
1223,COCO_train2014_000000285841,train,0
1224,COCO_train2014_000000285883,train,0
1225,COCO_train2014_000000285965,train,0
1226,COCO_train2014_000000286227,train,0
1227,COCO_train2014_000000286521,train,0
1228,COCO_train2014_000000286632,train,0
1229,COCO_train2014_000000286724,train,0
1230,COCO_train2014_000000286742,train,0
1231,COCO_train2014_000000286973,train,0
1232,COCO_train2014_000000286998,train,0
1233,COCO_train2014_000000287117,train,0
1234,COCO_train2014_000000287228,train,0
1235,COCO_train2014_000000287299,train,0
1236,COCO_train2014_000000288015,train,0
1237,COCO_train2014_000000288372,train,0
1238,COCO_train2014_000000288453,train,0
1239,COCO_train2014_000000288813,train,0
1240,COCO_train2014_000000288814,train,0
1241,COCO_train2014_000000289071,train,0
1242,COCO_train2014_000000289158,test,0
1243,COCO_train2014_000000289231,train,0
1244,COCO_train2014_000000289515,train,0
1245,COCO_train2014_000000289561,valid,0
1246,COCO_train2014_000000289846,train,0
1247,COCO_train2014_000000290010,train,0
1248,COCO_train2014_000000290168,train,0
1249,COCO_train2014_000000290224,train,0
1250,COCO_train2014_000000290259,train,0
1251,COCO_train2014_000000290511,train,0
1252,COCO_train2014_000000290812,valid,0
1253,COCO_train2014_000000290899,train,0
1254,COCO_train2014_000000290941,valid,0
1255,COCO_train2014_000000291506,train,0
1256,COCO_train2014_000000291780,valid,0
1257,COCO_train2014_000000291873,train,0
1258,COCO_train2014_000000292302,train,0
1259,COCO_train2014_000000292510,train,0
1260,COCO_train2014_000000292678,train,0
1261,COCO_train2014_000000292928,train,0
1262,COCO_train2014_000000293074,train,0
1263,COCO_train2014_000000293108,train,0
1264,COCO_train2014_000000293860,train,0
1265,COCO_train2014_000000294052,train,0
1266,COCO_train2014_000000295241,train,0
1267,COCO_train2014_000000295343,train,0
1268,COCO_train2014_000000295647,valid,0
1269,COCO_train2014_000000295999,test,0
1270,COCO_train2014_000000296030,train,0
1271,COCO_train2014_000000296367,train,0
1272,COCO_train2014_000000296832,train,0
1273,COCO_train2014_000000296847,train,0
1274,COCO_train2014_000000297112,test,0
1275,COCO_train2014_000000297200,train,0
1276,COCO_train2014_000000297204,train,0
1277,COCO_train2014_000000297227,train,0
1278,COCO_train2014_000000297387,test,0
1279,COCO_train2014_000000297394,train,0
1280,COCO_train2014_000000297409,train,0
1281,COCO_train2014_000000297678,train,0
1282,COCO_train2014_000000297895,test,0
1283,COCO_train2014_000000298147,train,0
1284,COCO_train2014_000000298614,train,0
1285,COCO_train2014_000000298658,train,0
1286,COCO_train2014_000000298878,train,0
1287,COCO_train2014_000000298987,test,0
1288,COCO_train2014_000000299111,valid,0
1289,COCO_train2014_000000299244,test,0
1290,COCO_train2014_000000299270,train,0
1291,COCO_train2014_000000299372,train,0
1292,COCO_train2014_000000299594,train,0
1293,COCO_train2014_000000299972,valid,0
1294,COCO_train2014_000000300028,valid,0
1295,COCO_train2014_000000300079,valid,0
1296,COCO_train2014_000000300209,train,0
1297,COCO_train2014_000000300307,train,0
1298,COCO_train2014_000000300908,train,0
1299,COCO_train2014_000000301187,train,0
1300,COCO_train2014_000000301208,train,0
1301,COCO_train2014_000000301296,train,0
1302,COCO_train2014_000000301403,train,0
1303,COCO_train2014_000000301527,train,0
1304,COCO_train2014_000000301554,train,0
1305,COCO_train2014_000000301558,train,0
1306,COCO_train2014_000000301602,test,0
1307,COCO_train2014_000000301667,train,0
1308,COCO_train2014_000000301851,train,0
1309,COCO_train2014_000000301954,train,0
1310,COCO_train2014_000000301985,valid,0
1311,COCO_train2014_000000302443,test,0
1312,COCO_train2014_000000302989,train,0
1313,COCO_train2014_000000303227,train,0
1314,COCO_train2014_000000303436,train,0
1315,COCO_train2014_000000303541,train,0
1316,COCO_train2014_000000303879,train,0
1317,COCO_train2014_000000304027,train,0
1318,COCO_train2014_000000304060,valid,0
1319,COCO_train2014_000000304528,valid,0
1320,COCO_train2014_000000305282,train,0
1321,COCO_train2014_000000305323,valid,0
1322,COCO_train2014_000000305384,train,0
1323,COCO_train2014_000000305385,valid,0
1324,COCO_train2014_000000305710,train,0
1325,COCO_train2014_000000306277,valid,0
1326,COCO_train2014_000000306284,train,0
1327,COCO_train2014_000000306451,train,0
1328,COCO_train2014_000000306535,train,0
1329,COCO_train2014_000000306900,train,0
1330,COCO_train2014_000000306998,train,0
1331,COCO_train2014_000000307082,train,0
1332,COCO_train2014_000000307174,train,0
1333,COCO_train2014_000000307182,train,0
1334,COCO_train2014_000000307196,valid,0
1335,COCO_train2014_000000307781,train,0
1336,COCO_train2014_000000307981,valid,0
1337,COCO_train2014_000000308095,train,0
1338,COCO_train2014_000000308107,train,0
1339,COCO_train2014_000000308302,train,0
1340,COCO_train2014_000000308653,train,0
1341,COCO_train2014_000000308783,train,0
1342,COCO_train2014_000000309031,train,0
1343,COCO_train2014_000000309206,train,0
1344,COCO_train2014_000000309526,train,0
1345,COCO_train2014_000000309694,train,0
1346,COCO_train2014_000000309727,train,0
1347,COCO_train2014_000000309916,train,0
1348,COCO_train2014_000000310053,train,0
1349,COCO_train2014_000000310104,train,0
1350,COCO_train2014_000000310526,train,0
1351,COCO_train2014_000000310890,train,0
1352,COCO_train2014_000000310968,train,0
1353,COCO_train2014_000000310981,train,0
1354,COCO_train2014_000000311004,valid,0
1355,COCO_train2014_000000311220,train,0
1356,COCO_train2014_000000311469,train,0
1357,COCO_train2014_000000311596,train,0
1358,COCO_train2014_000000311641,train,0
1359,COCO_train2014_000000311763,train,0
1360,COCO_train2014_000000311822,train,0
1361,COCO_train2014_000000311925,train,0
1362,COCO_train2014_000000311953,train,0
1363,COCO_train2014_000000312182,test,0
1364,COCO_train2014_000000312539,test,0
1365,COCO_train2014_000000312582,train,0
1366,COCO_train2014_000000312668,train,0
1367,COCO_train2014_000000312902,train,0
1368,COCO_train2014_000000313286,test,0
1369,COCO_train2014_000000313385,train,0
1370,COCO_train2014_000000313556,train,0
1371,COCO_train2014_000000313675,train,0
1372,COCO_train2014_000000313720,train,0
1373,COCO_train2014_000000313927,train,0
1374,COCO_train2014_000000314135,train,0
1375,COCO_train2014_000000314292,train,0
1376,COCO_train2014_000000314436,train,0
1377,COCO_train2014_000000314844,test,0
1378,COCO_train2014_000000314879,train,0
1379,COCO_train2014_000000315160,train,0
1380,COCO_train2014_000000315218,train,0
1381,COCO_train2014_000000315803,train,0
1382,COCO_train2014_000000316016,test,0
1383,COCO_train2014_000000316022,train,0
1384,COCO_train2014_000000316157,train,0
1385,COCO_train2014_000000316575,train,0
1386,COCO_train2014_000000317322,train,0
1387,COCO_train2014_000000318001,train,0
1388,COCO_train2014_000000318180,train,0
1389,COCO_train2014_000000318437,test,0
1390,COCO_train2014_000000318708,train,0
1391,COCO_train2014_000000319139,train,0
1392,COCO_train2014_000000319260,train,0
1393,COCO_train2014_000000319468,train,0
1394,COCO_train2014_000000319741,train,0
1395,COCO_train2014_000000319991,test,0
1396,COCO_train2014_000000320308,test,0
1397,COCO_train2014_000000320374,train,0
1398,COCO_train2014_000000320403,train,0
1399,COCO_train2014_000000320926,train,0
1400,COCO_train2014_000000321238,train,0
1401,COCO_train2014_000000321306,train,0
1402,COCO_train2014_000000321711,train,0
1403,COCO_train2014_000000321851,train,0
1404,COCO_train2014_000000322734,train,0
1405,COCO_train2014_000000322763,test,0
1406,COCO_train2014_000000322777,train,0
1407,COCO_train2014_000000323019,train,0
1408,COCO_train2014_000000323153,train,0
1409,COCO_train2014_000000323476,train,0
1410,COCO_train2014_000000323646,train,0
1411,COCO_train2014_000000323672,test,0
1412,COCO_train2014_000000323746,train,0
1413,COCO_train2014_000000323804,train,0
1414,COCO_train2014_000000323900,valid,0
1415,COCO_train2014_000000324232,train,0
1416,COCO_train2014_000000324603,train,0
1417,COCO_train2014_000000324823,valid,0
1418,COCO_train2014_000000325065,test,0
1419,COCO_train2014_000000325279,test,0
1420,COCO_train2014_000000325434,train,0
1421,COCO_train2014_000000325710,test,0
1422,COCO_train2014_000000326113,test,0
1423,COCO_train2014_000000326143,valid,0
1424,COCO_train2014_000000326336,test,0
1425,COCO_train2014_000000326374,valid,0
1426,COCO_train2014_000000326465,train,0
1427,COCO_train2014_000000326639,train,0
1428,COCO_train2014_000000326690,train,0
1429,COCO_train2014_000000327338,train,0
1430,COCO_train2014_000000327421,train,0
1431,COCO_train2014_000000327625,train,0
1432,COCO_train2014_000000328106,train,0
1433,COCO_train2014_000000328163,train,0
1434,COCO_train2014_000000328454,train,0
1435,COCO_train2014_000000328638,train,0
1436,COCO_train2014_000000328699,train,0
1437,COCO_train2014_000000328900,train,0
1438,COCO_train2014_000000329380,train,0
1439,COCO_train2014_000000329535,train,0
